id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,smean,dmean,sinpkt,dinpkt,sjit,djit,udp_packet_rate,sttl,dttl,sloss,dloss,swin,dwin,stcpb,dtcpb,tcprtt,synack,ackdat,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label,tcp_syn_count,tcp_fin_count,tcp_rst_count,threat_category,flow_id,timestamp,protocol,duration,src_bytes,dst_bytes,src_packets,dst_packets,anomaly_score,suspicion_reason
17.0,38.522,tcp,-,CON,1775.0,233.0,80591.0,84180.0,162.1,2092.08,2185.24,45.4,361.29,0.0217,0.1653,0.587,0.965,0.0,64.0,128.0,232.0,15.0,2048.0,1024.0,0.0,0.0,0.307,0.062,0.033,2.0,0.0,3.0,78.0,41.0,2.0,4.0,8.0,11.0,60.0,0.0,0.0,0.0,1.0,DoS,Attack,1420.0,177.0,177.0,Malicious,,,,,,,,,,
18.0,19.112,tcp,-,CON,1521.0,705.0,103953.0,79804.0,54.7,5439.15,4175.6,68.35,113.2,0.0126,0.0271,0.45,0.395,0.0,255.0,64.0,268.0,62.0,512.0,512.0,0.0,0.0,0.464,0.148,0.036,1.0,0.0,10.0,11.0,15.0,1.0,3.0,9.0,30.0,82.0,0.0,0.0,0.0,1.0,DoS,Attack,1216.0,152.0,152.0,Malicious,,,,,,,,,,
19.0,3.246,tcp,https,RST,64.0,24.0,1819.0,1558.0,96.1,560.38,479.98,28.42,64.92,0.0507,0.1353,0.057,0.282,0.0,64.0,128.0,0.0,0.0,4096.0,1024.0,0.0,0.0,0.138,0.057,0.091,1.0,1544.0,2.0,18.0,33.0,4.0,1.0,19.0,21.0,74.0,0.0,0.0,2.0,0.0,Exploits,Attack,12.0,12.0,6.0,Malicious,,,,,,,,,,
20.0,3.542,tcp,-,CON,91.0,40.0,23253.0,13299.0,81.5,6564.94,3754.66,255.53,332.48,0.0389,0.0885,0.093,0.441,0.0,255.0,255.0,6.0,1.0,4096.0,4096.0,0.0,0.0,0.106,0.045,0.014,1.0,0.0,12.0,22.0,9.0,8.0,3.0,6.0,35.0,83.0,0.0,0.0,0.0,0.0,Worms,Attack,27.0,18.0,9.0,Malicious,,,,,,,,,,
23.0,36.593,tcp,-,CON,1320.0,969.0,29018.0,21556.0,114.7,792.99,589.07,21.98,22.25,0.0277,0.0378,0.731,0.694,0.0,64.0,128.0,131.0,48.0,2048.0,4096.0,0.0,0.0,0.092,0.177,0.052,0.0,0.0,8.0,34.0,41.0,9.0,5.0,7.0,28.0,15.0,0.0,0.0,0.0,0.0,DoS,Attack,1056.0,132.0,132.0,Malicious,,,,,,,,,,
24.0,0.028,tcp,-,RST,4.0,0.0,392.0,311.0,862.3,14000.0,11107.14,98.0,311.0,0.007,0.028,0.367,0.344,0.0,255.0,128.0,0.0,0.0,1024.0,8192.0,0.0,0.0,0.312,0.094,0.084,2.0,0.0,16.0,26.0,8.0,2.0,0.0,15.0,12.0,92.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
25.0,8.895,tcp,http,CON,174.0,89.0,21582.0,17830.0,91.4,2426.31,2004.5,124.03,200.34,0.0511,0.0999,0.285,0.429,0.0,64.0,64.0,22.0,5.0,4096.0,2048.0,0.0,0.0,0.141,0.16,0.059,3.0,613.0,16.0,10.0,24.0,4.0,1.0,16.0,39.0,79.0,0.0,0.0,1.0,1.0,Worms,Attack,52.0,34.0,17.0,Malicious,,,,,,,,,,
26.0,4.376,tcp,http,RST,16.0,11.0,2396.0,2288.0,51.4,547.53,522.85,149.75,208.0,0.2735,0.3978,0.728,0.776,0.0,64.0,128.0,1.0,0.0,4096.0,4096.0,0.0,0.0,0.332,0.044,0.057,1.0,1548.0,10.0,42.0,19.0,10.0,0.0,3.0,42.0,74.0,0.0,0.0,1.0,0.0,Exploits,Attack,3.0,3.0,1.0,Malicious,,,,,,,,,,
27.0,14.346,tcp,-,CON,829.0,132.0,27198.0,28506.0,68.4,1895.86,1987.03,32.81,215.95,0.0173,0.1087,0.643,0.704,0.0,255.0,255.0,150.0,11.0,1024.0,4096.0,0.0,0.0,0.456,0.129,0.037,0.0,0.0,5.0,65.0,38.0,5.0,0.0,15.0,7.0,68.0,0.0,0.0,0.0,1.0,DoS,Attack,663.0,82.0,82.0,Malicious,,,,,,,,,,
28.0,39.065,tcp,-,CON,1888.0,678.0,131995.0,57640.0,186.2,3378.86,1475.49,69.91,85.01,0.0207,0.0576,0.35,0.708,0.0,64.0,64.0,262.0,47.0,4096.0,8192.0,0.0,0.0,0.246,0.082,0.072,0.0,0.0,15.0,54.0,41.0,9.0,1.0,13.0,32.0,52.0,0.0,0.0,0.0,0.0,DoS,Attack,1510.0,188.0,188.0,Malicious,,,,,,,,,,
29.0,28.389,tcp,-,CON,697.0,264.0,135078.0,39211.0,175.3,4758.11,1381.2,193.8,148.53,0.0407,0.1075,0.187,0.041,0.0,255.0,128.0,68.0,12.0,4096.0,2048.0,0.0,0.0,0.3,0.139,0.007,3.0,0.0,17.0,58.0,8.0,3.0,1.0,3.0,22.0,3.0,0.0,0.0,0.0,0.0,DoS,Attack,557.0,69.0,69.0,Malicious,,,,,,,,,,
30.0,22.639,tcp,-,CON,164.0,37.0,8124.0,5469.0,19.1,358.85,241.57,49.54,147.81,0.138,0.6119,0.731,0.193,0.0,128.0,255.0,0.0,0.0,2048.0,512.0,0.0,0.0,0.066,0.09,0.081,3.0,0.0,3.0,19.0,49.0,3.0,5.0,13.0,36.0,47.0,0.0,0.0,0.0,0.0,Backdoor,Attack,16.0,16.0,0.0,Malicious,,,,,,,,,,
31.0,4.445,udp,http,RST,62.0,22.0,1604.0,1352.0,80.2,360.85,304.16,25.87,61.45,0.0717,0.202,0.138,0.663,80.2,128.0,128.0,1.0,0.0,8192.0,1024.0,0.0,0.0,0.011,0.044,0.008,1.0,1960.0,5.0,62.0,10.0,7.0,5.0,20.0,24.0,54.0,0.0,0.0,3.0,0.0,Exploits,Attack,12.0,12.0,6.0,Malicious,,,,,,,,,,
32.0,0.062,tcp,-,SYN,8.0,5.0,408.0,93.0,1868.8,6580.65,1500.0,51.0,18.6,0.0077,0.0124,0.69,0.677,0.0,128.0,64.0,0.0,0.0,2048.0,1024.0,0.0,0.0,0.116,0.135,0.042,0.0,0.0,11.0,13.0,46.0,10.0,2.0,5.0,9.0,5.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
33.0,18.941,tcp,-,CON,2027.0,1124.0,71214.0,65583.0,96.2,3759.78,3462.49,35.13,58.35,0.0093,0.0169,0.509,0.636,0.0,64.0,64.0,266.0,73.0,1024.0,4096.0,0.0,0.0,0.133,0.122,0.098,3.0,0.0,16.0,28.0,26.0,0.0,1.0,13.0,1.0,50.0,0.0,0.0,0.0,1.0,DoS,Attack,1621.0,202.0,202.0,Malicious,,,,,,,,,,
34.0,28.727,tcp,-,CON,1360.0,310.0,144879.0,115708.0,73.4,5043.3,4027.85,106.53,373.25,0.0211,0.0927,0.058,0.866,0.0,255.0,64.0,99.0,11.0,512.0,2048.0,0.0,0.0,0.305,0.145,0.007,1.0,0.0,8.0,18.0,48.0,1.0,5.0,18.0,6.0,76.0,0.0,0.0,0.0,1.0,DoS,Attack,1088.0,136.0,136.0,Malicious,,,,,,,,,,
35.0,38.914,tcp,-,CON,1353.0,446.0,77921.0,57867.0,93.0,2002.39,1487.05,57.59,129.75,0.0288,0.0873,0.031,0.037,0.0,128.0,128.0,187.0,30.0,1024.0,4096.0,0.0,0.0,0.413,0.078,0.017,2.0,0.0,20.0,84.0,34.0,0.0,5.0,18.0,20.0,85.0,0.0,0.0,0.0,0.0,DoS,Attack,1082.0,135.0,135.0,Malicious,,,,,,,,,,
36.0,59.648,tcp,-,CON,1752.0,485.0,55354.0,64725.0,128.5,928.01,1085.12,31.59,133.45,0.034,0.123,0.696,0.455,0.0,128.0,128.0,253.0,35.0,1024.0,2048.0,0.0,0.0,0.318,0.121,0.091,3.0,0.0,8.0,36.0,29.0,1.0,5.0,10.0,16.0,35.0,0.0,0.0,0.0,1.0,DoS,Attack,1401.0,175.0,175.0,Malicious,,,,,,,,,,
37.0,55.761,tcp,-,CON,1619.0,784.0,140247.0,53695.0,190.2,2515.14,962.95,86.63,68.49,0.0344,0.0711,0.517,0.657,0.0,255.0,128.0,235.0,57.0,8192.0,4096.0,0.0,0.0,0.223,0.149,0.01,0.0,0.0,4.0,10.0,45.0,2.0,4.0,2.0,24.0,75.0,0.0,0.0,0.0,0.0,DoS,Attack,1295.0,161.0,161.0,Malicious,,,,,,,,,,
38.0,0.082,tcp,-,FIN,7.0,5.0,156.0,171.0,562.6,1902.44,2085.37,22.29,34.2,0.0117,0.0164,0.927,0.06,0.0,128.0,255.0,0.0,0.0,1024.0,1024.0,0.0,0.0,0.468,0.077,0.015,0.0,0.0,15.0,5.0,19.0,3.0,0.0,7.0,3.0,41.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
39.0,16.342,tcp,telnet,CON,69.0,43.0,1959.0,968.0,46.0,119.88,59.23,28.39,22.51,0.2368,0.38,0.185,0.462,0.0,255.0,64.0,3.0,1.0,2048.0,4096.0,0.0,0.0,0.011,0.124,0.063,0.0,0.0,10.0,87.0,44.0,9.0,3.0,17.0,43.0,40.0,0.0,0.0,0.0,0.0,Backdoor,Attack,6.0,6.0,0.0,Malicious,,,,,,,,,,
40.0,26.003,tcp,ssh,CON,175.0,94.0,6084.0,6015.0,12.8,233.97,231.32,34.77,63.99,0.1486,0.2766,0.947,0.166,0.0,128.0,128.0,6.0,1.0,4096.0,512.0,0.0,0.0,0.388,0.145,0.05,2.0,0.0,20.0,40.0,23.0,1.0,4.0,17.0,14.0,20.0,0.0,0.0,0.0,1.0,Backdoor,Attack,17.0,17.0,0.0,Malicious,,,,,,,,,,
41.0,1.623,udp,https,RST,84.0,30.0,2214.0,1438.0,79.9,1364.14,886.01,26.36,47.93,0.0193,0.0541,0.488,0.034,79.9,255.0,64.0,0.0,0.0,4096.0,2048.0,0.0,0.0,0.041,0.182,0.018,2.0,124.0,18.0,76.0,48.0,2.0,5.0,14.0,36.0,64.0,0.0,0.0,0.0,1.0,Exploits,Attack,16.0,16.0,8.0,Malicious,,,,,,,,,,
42.0,24.98,tcp,-,CON,2259.0,331.0,117374.0,73568.0,170.0,4698.72,2945.08,51.96,222.26,0.0111,0.0755,0.468,0.625,0.0,128.0,64.0,231.0,16.0,1024.0,4096.0,0.0,0.0,0.195,0.169,0.061,2.0,0.0,17.0,91.0,18.0,6.0,3.0,16.0,16.0,59.0,0.0,0.0,0.0,0.0,DoS,Attack,1807.0,225.0,225.0,Malicious,,,,,,,,,,
43.0,0.007,tcp,-,SYN,7.0,3.0,64.0,68.0,516.5,9142.86,9714.29,9.14,22.67,0.001,0.0023,0.976,0.337,0.0,255.0,128.0,0.0,0.0,4096.0,8192.0,0.0,0.0,0.099,0.16,0.068,3.0,0.0,19.0,83.0,41.0,9.0,2.0,11.0,10.0,57.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
44.0,50.174,tcp,-,CON,1175.0,263.0,43888.0,33728.0,136.4,874.72,672.22,37.35,128.24,0.0427,0.1908,0.128,0.25,0.0,128.0,255.0,187.0,21.0,1024.0,2048.0,0.0,0.0,0.294,0.175,0.058,0.0,0.0,14.0,1.0,34.0,8.0,5.0,7.0,24.0,56.0,0.0,0.0,0.0,0.0,DoS,Attack,940.0,117.0,117.0,Malicious,,,,,,,,,,
45.0,0.002,tcp,-,FIN,3.0,0.0,369.0,353.0,1050.8,184500.0,176500.0,123.0,353.0,0.0007,0.002,0.542,0.951,0.0,128.0,64.0,0.0,0.0,8192.0,8192.0,0.0,0.0,0.425,0.184,0.082,0.0,0.0,13.0,61.0,3.0,10.0,3.0,12.0,17.0,96.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
46.0,1.281,tcp,ftp,FIN,74.0,40.0,2210.0,1957.0,99.2,1725.21,1527.71,29.86,48.92,0.0173,0.032,0.74,0.95,0.0,64.0,64.0,5.0,1.0,4096.0,2048.0,0.0,0.0,0.109,0.117,0.098,3.0,0.0,15.0,49.0,25.0,1.0,5.0,18.0,9.0,84.0,0.0,2.0,0.0,0.0,Exploits,Attack,14.0,14.0,7.0,Malicious,,,,,,,,,,
47.0,10.512,tcp,ssh,CON,22.0,14.0,2796.0,2320.0,14.7,265.98,220.7,127.09,165.71,0.4778,0.7509,0.597,0.525,0.0,128.0,64.0,0.0,0.0,1024.0,8192.0,0.0,0.0,0.138,0.108,0.052,2.0,0.0,6.0,15.0,43.0,0.0,1.0,1.0,23.0,31.0,0.0,0.0,0.0,1.0,Backdoor,Attack,2.0,2.0,0.0,Malicious,,,,,,,,,,
48.0,14.296,tcp,ftp,CON,179.0,114.0,4356.0,4984.0,9.6,304.7,348.63,24.34,43.72,0.0799,0.1254,0.527,0.826,0.0,64.0,64.0,7.0,2.0,2048.0,2048.0,0.0,0.0,0.156,0.17,0.078,2.0,0.0,12.0,1.0,12.0,2.0,4.0,13.0,5.0,19.0,1.0,5.0,0.0,0.0,Backdoor,Attack,17.0,17.0,0.0,Malicious,,,,,,,,,,
49.0,1.61,udp,ssh,RST,9.0,6.0,2055.0,2055.0,28.4,1276.4,1276.4,228.33,342.5,0.1789,0.2683,0.733,0.616,28.4,128.0,64.0,0.0,0.0,4096.0,512.0,0.0,0.0,0.102,0.078,0.079,1.0,0.0,5.0,62.0,21.0,3.0,0.0,9.0,25.0,31.0,0.0,0.0,0.0,1.0,Exploits,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
50.0,23.627,tcp,-,CON,135.0,93.0,5497.0,3971.0,34.0,232.66,168.07,40.72,42.7,0.175,0.2541,0.365,0.561,0.0,64.0,128.0,4.0,1.0,8192.0,512.0,0.0,0.0,0.246,0.178,0.055,3.0,0.0,12.0,87.0,48.0,10.0,2.0,19.0,25.0,82.0,0.0,0.0,0.0,1.0,Backdoor,Attack,13.0,13.0,0.0,Malicious,,,,,,,,,,
51.0,0.01,tcp,-,RST,1.0,0.0,67.0,30.0,1347.8,6700.0,3000.0,67.0,30.0,0.01,0.01,0.325,0.773,0.0,128.0,255.0,0.0,0.0,4096.0,1024.0,0.0,0.0,0.074,0.194,0.048,0.0,0.0,10.0,72.0,25.0,10.0,2.0,5.0,43.0,90.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
52.0,0.054,tcp,-,SYN,3.0,1.0,197.0,181.0,368.4,3648.15,3351.85,65.67,181.0,0.018,0.054,0.212,0.819,0.0,255.0,255.0,0.0,0.0,2048.0,1024.0,0.0,0.0,0.168,0.014,0.02,3.0,0.0,20.0,82.0,2.0,7.0,5.0,18.0,19.0,83.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
53.0,0.019,tcp,-,RST,5.0,2.0,494.0,368.0,540.7,26000.0,19368.42,98.8,184.0,0.0038,0.0095,0.391,0.594,0.0,128.0,255.0,0.0,0.0,512.0,8192.0,0.0,0.0,0.253,0.198,0.018,1.0,0.0,15.0,48.0,24.0,7.0,0.0,19.0,9.0,68.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
55.0,57.49,tcp,-,CON,755.0,382.0,100672.0,62239.0,189.9,1751.12,1082.61,133.34,162.93,0.0761,0.1505,0.045,0.026,0.0,128.0,64.0,135.0,34.0,2048.0,2048.0,0.0,0.0,0.194,0.164,0.099,3.0,0.0,14.0,69.0,48.0,8.0,4.0,8.0,32.0,29.0,0.0,0.0,0.0,1.0,DoS,Attack,604.0,75.0,75.0,Malicious,,,,,,,,,,
57.0,0.065,tcp,-,SYN,6.0,1.0,141.0,89.0,1812.6,2169.23,1369.23,23.5,89.0,0.0108,0.065,0.878,0.317,0.0,128.0,64.0,0.0,0.0,2048.0,512.0,0.0,0.0,0.436,0.081,0.033,0.0,0.0,8.0,54.0,41.0,9.0,3.0,3.0,8.0,64.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
58.0,0.01,tcp,-,SYN,6.0,2.0,415.0,301.0,313.4,41500.0,30100.0,69.17,150.5,0.0017,0.005,0.003,0.638,0.0,128.0,255.0,0.0,0.0,1024.0,8192.0,0.0,0.0,0.262,0.123,0.08,2.0,0.0,11.0,14.0,6.0,5.0,5.0,10.0,20.0,58.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
59.0,0.04,tcp,-,FIN,7.0,5.0,350.0,126.0,1593.9,8750.0,3150.0,50.0,25.2,0.0057,0.008,0.575,0.567,0.0,255.0,64.0,0.0,0.0,8192.0,1024.0,0.0,0.0,0.202,0.105,0.043,1.0,0.0,6.0,85.0,40.0,9.0,2.0,19.0,3.0,4.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
61.0,1.671,udp,http,RST,61.0,27.0,3852.0,3290.0,27.8,2305.21,1968.88,63.15,121.85,0.0274,0.0619,0.464,0.972,27.8,128.0,128.0,3.0,0.0,8192.0,8192.0,0.0,0.0,0.308,0.076,0.016,1.0,795.0,8.0,33.0,14.0,5.0,5.0,3.0,29.0,48.0,0.0,0.0,0.0,0.0,Exploits,Attack,12.0,12.0,6.0,Malicious,,,,,,,,,,
62.0,28.462,tcp,-,CON,2539.0,492.0,112958.0,84596.0,80.3,3968.73,2972.24,44.49,171.94,0.0112,0.0578,0.088,0.139,0.0,128.0,64.0,387.0,37.0,512.0,4096.0,0.0,0.0,0.011,0.032,0.05,3.0,0.0,3.0,74.0,41.0,10.0,0.0,5.0,10.0,73.0,0.0,0.0,0.0,1.0,DoS,Attack,2031.0,253.0,253.0,Malicious,,,,,,,,,,
63.0,8.244,tcp,-,CON,222.0,171.0,9230.0,7007.0,103.5,1119.6,849.95,41.58,40.98,0.0371,0.0482,0.635,0.45,0.0,255.0,255.0,19.0,7.0,8192.0,4096.0,0.0,0.0,0.117,0.033,0.011,0.0,0.0,1.0,12.0,23.0,8.0,0.0,20.0,39.0,42.0,0.0,0.0,0.0,1.0,Worms,Attack,66.0,44.0,22.0,Malicious,,,,,,,,,,
64.0,2.828,udp,ftp,RST,52.0,18.0,4478.0,4189.0,31.2,1583.45,1481.26,86.12,232.72,0.0544,0.1571,0.063,0.801,31.2,64.0,128.0,1.0,0.0,2048.0,512.0,0.0,0.0,0.386,0.149,0.033,1.0,0.0,19.0,10.0,3.0,6.0,2.0,3.0,35.0,8.0,0.0,0.0,0.0,1.0,Exploits,Attack,10.0,10.0,5.0,Malicious,,,,,,,,,,
65.0,6.538,tcp,http,CON,295.0,206.0,17149.0,8911.0,148.6,2622.97,1362.96,58.13,43.26,0.0222,0.0317,0.122,0.725,0.0,64.0,64.0,24.0,8.0,8192.0,1024.0,0.0,0.0,0.168,0.199,0.098,1.0,393.0,20.0,68.0,17.0,5.0,2.0,13.0,6.0,48.0,0.0,0.0,3.0,1.0,Worms,Attack,88.0,59.0,29.0,Malicious,,,,,,,,,,
66.0,0.02,tcp,-,FIN,9.0,1.0,306.0,292.0,1277.0,15300.0,14600.0,34.0,292.0,0.0022,0.02,0.297,0.43,0.0,255.0,128.0,0.0,0.0,1024.0,1024.0,0.0,0.0,0.094,0.024,0.079,3.0,0.0,17.0,60.0,32.0,4.0,3.0,1.0,6.0,51.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
68.0,0.067,tcp,-,RST,9.0,1.0,203.0,70.0,905.5,3029.85,1044.78,22.56,70.0,0.0074,0.067,0.153,0.235,0.0,255.0,255.0,0.0,0.0,1024.0,512.0,0.0,0.0,0.436,0.1,0.056,1.0,0.0,20.0,87.0,29.0,0.0,1.0,3.0,16.0,100.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
69.0,2.844,tcp,http,CON,262.0,147.0,16939.0,7715.0,143.3,5956.05,2712.73,64.65,52.48,0.0109,0.0193,0.751,0.558,0.0,64.0,128.0,24.0,6.0,8192.0,8192.0,0.0,0.0,0.281,0.028,0.038,3.0,604.0,5.0,26.0,22.0,3.0,3.0,19.0,16.0,64.0,0.0,0.0,2.0,1.0,Worms,Attack,78.0,52.0,26.0,Malicious,,,,,,,,,,
71.0,23.038,tcp,ftp,CON,73.0,31.0,7766.0,8962.0,11.1,337.1,389.01,106.38,289.1,0.3156,0.7432,0.27,0.54,0.0,255.0,128.0,1.0,0.0,2048.0,4096.0,0.0,0.0,0.089,0.17,0.085,2.0,0.0,7.0,50.0,31.0,1.0,1.0,13.0,37.0,46.0,1.0,4.0,0.0,1.0,Backdoor,Attack,7.0,7.0,0.0,Malicious,,,,,,,,,,
72.0,0.083,tcp,-,RST,6.0,1.0,205.0,157.0,1410.0,2469.88,1891.57,34.17,157.0,0.0138,0.083,0.801,0.2,0.0,64.0,255.0,0.0,0.0,4096.0,2048.0,0.0,0.0,0.092,0.03,0.065,0.0,0.0,14.0,14.0,16.0,6.0,4.0,13.0,34.0,11.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
73.0,12.272,tcp,-,CON,1535.0,1183.0,36023.0,39274.0,118.3,2935.38,3200.29,23.47,33.2,0.008,0.0104,0.277,0.188,0.0,128.0,255.0,219.0,84.0,512.0,1024.0,0.0,0.0,0.237,0.077,0.06,1.0,0.0,8.0,50.0,45.0,2.0,5.0,7.0,5.0,54.0,0.0,0.0,0.0,1.0,DoS,Attack,1228.0,153.0,153.0,Malicious,,,,,,,,,,
74.0,39.922,tcp,-,CON,2455.0,1178.0,149714.0,119625.0,174.0,3750.16,2996.47,60.98,101.55,0.0163,0.0339,0.343,0.227,0.0,255.0,128.0,475.0,114.0,512.0,512.0,0.0,0.0,0.218,0.065,0.063,1.0,0.0,19.0,76.0,2.0,10.0,2.0,19.0,3.0,98.0,0.0,0.0,0.0,0.0,DoS,Attack,1964.0,245.0,245.0,Malicious,,,,,,,,,,
